AADAT	ERCC5
ATM	MAPK1
ATM	MAPK10
ATM	MAPK11
ATM	MAPK12
ATM	MAPK14
ATM	MAPK3
ATM	MAPK4
ATM	MAPK6
ATM	MAPK7
ATM	MAPKAPK2
ATM	MAPKAPK3
ATM	MAPKAPK5
ATM	MARK1
ATM	MARK2
ATM	MARK4
ATM	MAST1
ATM	MAST2
ATM	MATK
ATM	MERTK
ATM	MICALL2
ATM	MINK1
ATM	MKNK1
ATM	MKNK2
ATM	MLK4
ATM	MLTK
ATM	MOK
ATM	MST1R
ATM	MST4
ATM	MYLK
ATM	MYLK3
ATM	MYO9A
ATM	MYO9B
ATM	NEK11
ATM	NEK2
ATM	NEK3
ATM	NEK4
ATM	NEK6
ATM	NEK7
ATM	NLK
ATM	NPR2
ATM	NUAK2
ATM	OCRL
ATM	OPHN1
ATM	OXSR1
ATM	PAK1
ATM	PAK2
ATM	PAK4
ATM	PAK7
ATM	PASK
ATM	PBK
ATM	PDPK1
ATM	PHKG2
ATM	PIK3R2
ATM	PIK3R4
ATM	PIM2
ATM	PIM3
ATM	PINK1
ATM	PKN1
ATM	PKN2
ATM	PKN3
ATM	PLK1
ATM	PLK2
ATM	PLK3
ATM	PLK4
ATM	PRDX2
ATM	PRDX3
ATM	PRDX5
ATM	PRDX6
ATM	PRKAA1
ATM	PRKAA2
ATM	PRKACA
ATM	PRKACB
ATM	PRKACG
ATM	PRKCA
ATM	PRKCB
ATM	PRKCD
ATM	PRKCE
ATM	PRKCG
ATM	PRKCH
ATM	PRKCI
ATM	PRKCQ
ATM	PRKCZ
ATM	PRKD1
ATM	PRKD2
ATM	PRKD3
ATM	PRKG1
ATM	PRKG2
ATM	PRPF4B
ATM	PSKH1
ATM	PTK2B
ATM	PTK6
ATM	PTK7
ATM	RACGAP1
ATM	RALBP1
ATM	RALGPS1
ATM	RALGPS2
ATM	RAN
ATM	RAPGEF1
ATM	RAPGEF2
ATM	RAPGEF3
ATM	RAPGEF4
ATM	RAPGEF5
ATM	RAPGEF6
ATM	RAPGEFL1
ATM	RASGEF1A
ATM	RASGEF1B
ATM	RASGEF1C
ATM	RASGRF1
ATM	RASGRF2
ATM	RASGRP1
ATM	RASGRP2
ATM	RASGRP3
ATM	RASGRP4
ATM	RGL1
ATM	RGL2
ATM	RGL3
ATM	RGL4
ATM	RHOBTB3
ATM	RIPK1
ATM	RIPK2
ATM	RIPK3
ATM	RNASEL
ATM	ROCK1
ATM	ROCK2
ATM	ROR2
ATM	RPS6KA1
ATM	RPS6KA2
ATM	RPS6KA3
ATM	RPS6KA4
ATM	RPS6KA5
ATM	RPS6KA6
ATM	RPS6KB1
ATM	RPS6KB2
ATM	RPS6KC1
ATM	RYK
ATM	SACM1L
ATM	SAR1A
ATM	SAR1B
ATM	SCYL3
ATM	SGK1
ATM	SGK2
ATM	SGK3
ATM	SH2D3A
ATM	SH2D3C
ATM	SIK1
ATM	SIK2
ATM	SIK3
ATM	SNRK
ATM	SOS1
ATM	SOS2
ATM	SRC
ATM	SRGAP1
ATM	SRGAP2
ATM	SRPK1
ATM	SRPK2
ATM	SRPK3
ATM	STARD13
ATM	STARD8
ATM	STK10
ATM	STK17A
ATM	STK17B
ATM	STK24
ATM	STK25
ATM	STK3
ATM	STK36
ATM	STK38
ATM	STK38L
ATM	STK39
ATM	STK4
ATM	SYDE1
ATM	SYDE2
ATM	SYNJ1
ATM	TAGAP
ATM	TAOK1
ATM	TAOK3
ATM	TEC
ATM	TEK
ATM	TESK2
ATM	TGFBR1
ATM	TGFBR2
ATM	TIE1
ATM	TLK1
ATM	TLK2
ATM	TNIK
ATM	TNK1
ATM	TNNI3K
ATM	TP53RK
ATM	TRIB3
ATM	TSSK1B
ATM	TSSK2
ATM	TSSK3
ATM	TSSK4
ATM	TSSK6
ATM	TXK
ATM	TYK2
ATM	TYRO3
ATM	ULK1
ATM	ULK2
ATM	VAMP7
ATM	VAMP8
ATM	VRK1
ATM	VRK2
ATM	WNK1
ATM	WNK2
ATM	WNK3
ATM	WNK4
ATM	XRCC5
ATM	XRCC6
ATM	ZAP70
ATP10A	FNBP1
ATP10A	SH3GL1
ATP10B	FNBP1
ATP10B	SH3GL1
ATP10D	FNBP1
ATP10D	SH3GL1
ATP11A	FNBP1
ATP11A	SH3GL1
ATP11B	FNBP1
ATP11B	SH3GL1
ATP11C	FNBP1
ATP11C	SH3GL1
ATP2A1	BMPR1A
ATP2A1	BRAF
ATP2A1	BUB1B
ATP2A1	CDK4
ATP2A1	CDK6
ATP2A1	ERBB2
ATP2A1	ERCC5
ATP2A1	FGFR1
ATP2A1	HIP1
ATP2A1	JAK1
ATP2A1	JAK2
ATP2A1	JAK3
ATP2A1	LCK
ATP2A1	MAP2K2
ATP2A1	NTRK1
ATP2A1	PIM1
ATP2A1	RAF1
ATP2A1	RET
ATP2A1	ROS1
ATP2A1	STK11
ATP2A1	SYK
ATP2A2	CREB1
ATP2A2	CREB3L2
ATP2A2	DDIT3
ATP2A2	FNBP1
ATP2A2	JUN
ATP2A2	SH3GL1
ATP2A3	BMPR1A
ATP2A3	BRAF
ATP2A3	BUB1B
ATP2A3	CDK4
ATP2A3	CDK6
ATP2A3	ERBB2
ATP2A3	ERCC5
ATP2A3	FGFR1
ATP2A3	HIP1
ATP2A3	JAK1
ATP2A3	JAK2
ATP2A3	JAK3
ATP2A3	LCK
ATP2A3	MAP2K2
ATP2A3	NTRK1
ATP2A3	PIM1
ATP2A3	RAF1
ATP2A3	RET
ATP2A3	ROS1
ATP2A3	STK11
ATP2A3	SYK
ATP2B2	BMPR1A
ATP2B2	BRAF
ATP2B2	BUB1B
ATP2B2	CDK4
ATP2B2	CDK6
ATP2B2	ERBB2
ATP2B2	ERCC5
ATP2B2	FGFR1
ATP2B2	HIP1
ATP2B2	JAK1
ATP2B2	JAK2
ATP2B2	JAK3
ATP2B2	LCK
ATP2B2	MAP2K2
ATP2B2	NTRK1
ATP2B2	PIM1
ATP2B2	RAF1
ATP2B2	RET
ATP2B2	ROS1
ATP2B2	STK11
ATP2B2	SYK
ATP2C1	BMPR1A
ATP2C1	BRAF
ATP2C1	BUB1B
ATP2C1	CDK4
ATP2C1	CDK6
ATP2C1	CREB1
ATP2C1	CREB3L2
ATP2C1	DDIT3
ATP2C1	ERBB2
ATP2C1	ERCC5
ATP2C1	FGFR1
ATP2C1	FNBP1
ATP2C1	HIP1
ATP2C1	JAK1
ATP2C1	JAK2
ATP2C1	JAK3
ATP2C1	JUN
ATP2C1	LCK
ATP2C1	MAP2K2
ATP2C1	NTRK1
ATP2C1	PIM1
ATP2C1	RAF1
ATP2C1	RET
ATP2C1	ROS1
ATP2C1	SH3GL1
ATP2C1	STK11
ATP2C1	SYK
ATP5A1	FH
ATP5A1	SDHC
ATP5B	FH
ATP5B	SDHC
ATP7B	BLM
ATP7B	BMPR1A
ATP7B	BRAF
ATP7B	BUB1B
ATP7B	CCNE1
ATP7B	CDK4
ATP7B	CDK6
ATP7B	ERBB2
ATP7B	ERCC5
ATP7B	FBXO11
ATP7B	FBXW7
ATP7B	FGFR1
ATP7B	JAK1
ATP7B	JAK2
ATP7B	JAK3
ATP7B	LCK
ATP7B	MAP2K2
ATP7B	NTRK1
ATP7B	PIM1
ATP7B	RAF1
ATP7B	RET
ATP7B	ROS1
ATP7B	STK11
ATP7B	SYK
ATP7B	WRN
ATP8A1	FNBP1
ATP8A1	SH3GL1
ATP8B1	FNBP1
ATP8B1	SH3GL1
ATP8B3	FNBP1
ATP8B3	SH3GL1
ATP9A	FNBP1
ATP9A	SH3GL1
ATP9B	FNBP1
ATP9B	SH3GL1
ATRX	NFYC
ATXN7L3	BCR
ATXN7L3	BMPR1A
ATXN7L3	BRAF
ATXN7L3	CDK4
ATXN7L3	CDK6
ATXN7L3	ERBB2
ATXN7L3	FGFR1
ATXN7L3	JAK1
ATXN7L3	JAK2
ATXN7L3	JAK3
ATXN7L3	LCK
ATXN7L3	MAP2K2
ATXN7L3	NTRK1
ATXN7L3	PIM1
ATXN7L3	RAF1
ATXN7L3	RET
ATXN7L3	ROS1
ATXN7L3	STK11
ATXN7L3	SYK
AURKA	BCL3
AURKA	BCL6
AURKA	BCR
AURKA	BMPR1A
AURKA	BRAF
AURKA	BRCA1
AURKA	BRD3
AURKA	BUB1B
AURKA	CCND1
AURKA	CCND2
AURKA	CCNE1
AURKA	CDK4
AURKA	CDK6
AURKA	CDKN2C
AURKA	CHEK2
AURKA	CHN1
AURKA	CNOT3
AURKA	CREBBP
AURKA	DNM2
AURKA	EGFR
AURKA	ERBB2
AURKA	ERCC2
AURKA	FBXO11
AURKA	FBXW7
AURKA	FGFR1
AURKA	FGFR3
AURKA	FNBP1
AURKA	HIP1
AURKA	HRAS
AURKA	IKZF1
AURKA	ITK
AURKA	JAK1
AURKA	JAK2
AURKA	JAK3
AURKA	KDM5A
AURKA	KIT
AURKA	KLF4
AURKA	KRAS
AURKA	LCK
AURKA	MAP2K1
AURKA	MAP2K2
AURKA	MAP2K4
AURKA	MET
AURKA	MYH9
AURKA	NF1
AURKA	NOTCH1
AURKA	NRAS
AURKA	NSD1
AURKA	NTRK1
AURKA	PDGFRB
AURKA	PIM1
AURKA	PRDM1
AURKA	PRDM16
AURKA	PTEN
AURKA	RAF1
AURKA	RALGDS
AURKA	RET
AURKA	ROS1
AURKA	SEPT6
AURKA	SH3GL1
AURKA	SMARCA4
AURKA	SRGAP3
AURKA	STK11
AURKA	SYK
AURKA	TCEA1
AURKA	USP6
AURKA	WHSC1L1
AURKA	WT1
AURKB	BCL3
AURKB	BCR
AURKB	BMPR1A
AURKB	BRAF
AURKB	BRD3
AURKB	BUB1B
AURKB	CCND1
AURKB	CCNE1
AURKB	CDK4
AURKB	CDK6
AURKB	CDKN2C
AURKB	CHEK2
AURKB	CHN1
AURKB	CREBBP
AURKB	DNM2
AURKB	EGFR
AURKB	ERBB2
AURKB	FBXO11
AURKB	FBXW7
AURKB	FGFR1
AURKB	FGFR3
AURKB	FNBP1
AURKB	HIP1
AURKB	ITK
AURKB	JAK1
AURKB	JAK2
AURKB	JAK3
AURKB	KDM5A
AURKB	KIT
AURKB	LCK
AURKB	MAP2K1
AURKB	MAP2K2
AURKB	MAP2K4
AURKB	MET
AURKB	NOTCH1
AURKB	NTRK1
AURKB	PDGFRB
AURKB	PIM1
AURKB	RAF1
AURKB	RALGDS
AURKB	RET
AURKB	ROS1
AURKB	SEPT6
AURKB	SH3GL1
AURKB	SMARCA4
AURKB	SRGAP3
AURKB	STK11
AURKB	SYK
AURKB	USP6
AURKC	BCL3
AURKC	BCL6
AURKC	BCR
AURKC	BMPR1A
AURKC	BRAF
AURKC	BRCA1
AURKC	BRD3
AURKC	BUB1B
AURKC	CCND1
AURKC	CCND2
AURKC	CCNE1
AURKC	CDK4
AURKC	CDK6
AURKC	CDKN2C
AURKC	CHEK2
AURKC	CHN1
AURKC	CNOT3
AURKC	CREBBP
AURKC	DNM2
AURKC	EGFR
AURKC	ERBB2
AURKC	ERCC2
AURKC	FBXO11
AURKC	FBXW7
AURKC	FGFR1
AURKC	FGFR3
AURKC	FNBP1
AURKC	HIP1
AURKC	HRAS
AURKC	IKZF1
AURKC	ITK
AURKC	JAK1
AURKC	JAK2
AURKC	JAK3
AURKC	KDM5A
AURKC	KIT
AURKC	KLF4
AURKC	KRAS
AURKC	LCK
AURKC	MAP2K1
AURKC	MAP2K2
AURKC	MAP2K4
AURKC	MET
AURKC	MYH9
AURKC	NF1
AURKC	NOTCH1
AURKC	NRAS
AURKC	NSD1
AURKC	NTRK1
AURKC	PDGFRB
AURKC	PIM1
AURKC	PRDM1
AURKC	PRDM16
AURKC	PTEN
AURKC	RAF1
AURKC	RALGDS
AURKC	RET
AURKC	ROS1
AURKC	SEPT6
AURKC	SH3GL1
AURKC	SMARCA4
AURKC	SRGAP3
AURKC	STK11
AURKC	SYK
AURKC	TCEA1
AURKC	USP6
AURKC	WHSC1L1
AURKC	WT1
AXL	BCL6
AXL	BCR
AXL	BMPR1A
AXL	BRAF
AXL	BRCA1
AXL	BUB1B
AXL	CCND1
AXL	CCNE1
AXL	CDK4
AXL	CDK6
AXL	CDKN2C
AXL	CHN1
AXL	DNM2
AXL	EGFR
AXL	ERBB2
AXL	FGFR1
AXL	FNBP1
AXL	IKZF1
AXL	ITK
AXL	JAK1
AXL	JAK2
AXL	JAK3
AXL	KIT
AXL	KLF4
AXL	LCK
AXL	MAP2K1
AXL	MAP2K2
AXL	MAP2K4
AXL	MET
AXL	MYH9
AXL	NF1
AXL	NTRK1
AXL	PDGFRB
AXL	PIM1
AXL	PRDM1
AXL	PRDM16
AXL	PTEN
AXL	RAF1
AXL	RALGDS
AXL	RET
AXL	ROS1
AXL	SH3GL1
AXL	SRGAP3
AXL	STK11
AXL	SYK
AXL	WT1
BARD1	BMPR1A
BARD1	BRAF
BARD1	BUB1B
BARD1	CCND1
BARD1	CCNE1
BARD1	CDK4
BARD1	CDK6
BARD1	CDKN2C
BARD1	CHEK2
BARD1	EGFR
BARD1	ERBB2
BARD1	ERCC5
BARD1	FBXO11
BARD1	FBXW7
BARD1	FGFR1
BARD1	ITK
BARD1	JAK1
BARD1	JAK2
BARD1	JAK3
BARD1	KIT
BARD1	LCK
BARD1	MAP2K1
BARD1	MAP2K2
BARD1	MAP2K4
BARD1	MET
BARD1	NTRK1
BARD1	PDGFRB
BARD1	PIM1
BARD1	RAF1
BARD1	RET
BARD1	ROS1
BARD1	SMARCA4
BARD1	STK11
BARD1	SYK
BAZ1A	BCR
BAZ1A	BMPR1A
BAZ1A	BRAF
BAZ1A	BRD3
BAZ1A	CDK4
BAZ1A	CDK6
BAZ1A	CREBBP
BAZ1A	ERBB2
BAZ1A	ERCC2
BAZ1A	ERCC3
BAZ1A	FGFR1
BAZ1A	JAK1
BAZ1A	JAK2
BAZ1A	JAK3
BAZ1A	LCK
BAZ1A	MAP2K2
BAZ1A	NTRK1
BAZ1A	PBRM1
BAZ1A	PIM1
BAZ1A	RAF1
BAZ1A	RET
BAZ1A	ROS1
BAZ1A	SMARCA4
BAZ1A	SMARCE1
BAZ1A	SOX2
BAZ1A	STK11
BAZ1A	SYK
BAZ1A	TCEA1
BAZ1A	TCF7L2
BAZ1B	BMPR1A
BAZ1B	BRAF
BAZ1B	BRD3
BAZ1B	CDK4
BAZ1B	CDK6
BAZ1B	CREBBP
BAZ1B	ERBB2
BAZ1B	ERCC2
BAZ1B	ERCC3
BAZ1B	FGFR1
BAZ1B	JAK1
BAZ1B	JAK2
BAZ1B	JAK3
BAZ1B	LCK
BAZ1B	MAP2K2
BAZ1B	NTRK1
BAZ1B	PBRM1
BAZ1B	PIM1
BAZ1B	RAF1
BAZ1B	RET
BAZ1B	ROS1
BAZ1B	SMARCA4
BAZ1B	SMARCE1
BAZ1B	SOX2
BAZ1B	STK11
BAZ1B	SYK
BAZ1B	TCEA1
BAZ1B	TCF7L2
BAZ2A	BCR
BAZ2A	BMPR1A
BAZ2A	BRAF
BAZ2A	BRD3
BAZ2A	CDK4
BAZ2A	CDK6
BAZ2A	CREBBP
BAZ2A	ERBB2
BAZ2A	ERCC2
BAZ2A	ERCC3
BAZ2A	EZH2
BAZ2A	FGFR1
BAZ2A	FNBP1
BAZ2A	JAK1
BAZ2A	JAK2
BAZ2A	JAK3
BAZ2A	KDM5A
BAZ2A	LCK
BAZ2A	MAP2K2
BAZ2A	NSD1
BAZ2A	NTRK1
BAZ2A	PBRM1
BAZ2A	PIM1
BAZ2A	RAF1
BAZ2A	RET
BAZ2A	ROS1
BAZ2A	SETD2
BAZ2A	SH3GL1
BAZ2A	SMARCA4
BAZ2A	SMARCE1
BAZ2A	SOX2
BAZ2A	STK11
BAZ2A	SYK
BAZ2A	TCEA1
BAZ2A	TCF7L2
BAZ2A	WHSC1L1
BAZ2B	SMARCA4
BCAR1	CYLD
BCAR1	FNBP1
BCAR1	SH3GL1
BCAR1	USP6
BCAR3	BCR
BCAR3	BMPR1A
BCAR3	BRAF
BCAR3	BUB1B
BCAR3	CCND2
BCAR3	CDK4
BCAR3	CDK6
BCAR3	CDKN2C
BCAR3	CHN1
BCAR3	EGFR
BCAR3	ERBB2
BCAR3	ERCC5
BCAR3	FBXO11
BCAR3	FBXW7
BCAR3	FGFR1
BCAR3	FGFR3
BCAR3	ITK
BCAR3	JAK1
BCAR3	JAK2
BCAR3	JAK3
BCAR3	KDM5A
BCAR3	KIT
BCAR3	LCK
BCAR3	MAP2K1
BCAR3	MAP2K2
BCAR3	MAP2K4
BCAR3	MET
BCAR3	MYH9
BCAR3	NSD1
BCAR3	NTRK1
BCAR3	PDGFRB
BCAR3	PIM1
BCAR3	RAF1
BCAR3	RET
BCAR3	ROS1
BCAR3	SEPT6
BCAR3	SMARCA4
BCAR3	SRGAP3
BCAR3	STK11
BCAR3	SYK
BCAR3	WHSC1L1
BCL11A	EGR1
BCL11A	EGR2
BCL11A	GLIS2
BCL11A	IKZF2
BCL11A	KLF12
BCL11A	KLF13
BCL11A	KLF15
BCL11A	KLF2
BCL11A	MAZ
BCL11A	MECOM
BCL11A	OSR1
BCL11A	OSR2
BCL11A	PLAGL1
BCL11A	PRDM9
BCL11A	SALL1
BCL11A	SALL4
BCL11A	SLC7A1
BCL11A	SLC7A10
BCL11A	SLC7A11
BCL11A	SLC7A2
BCL11A	SLC7A3
BCL11A	SLC7A5
BCL11A	SLC7A6
BCL11A	SLC7A7
BCL11A	SLC7A8
BCL11A	SLC7A9
BCL11A	SP1
BCL11A	SP7
BCL11A	ZBTB38
BCL11A	ZEB1
BCL11A	ZIC3
BCL11A	ZNF148
BCL11B	EGR1
BCL11B	EGR2
BCL11B	GLIS2
BCL11B	IKZF2
BCL11B	KLF12
BCL11B	KLF13
BCL11B	KLF15
BCL11B	KLF2
BCL11B	MAZ
BCL11B	MECOM
BCL11B	OSR1
BCL11B	OSR2
BCL11B	PLAGL1
BCL11B	PRDM9
BCL11B	SALL1
BCL11B	SALL4
BCL11B	SLC7A1
BCL11B	SLC7A10
BCL11B	SLC7A11
BCL11B	SLC7A2
BCL11B	SLC7A3
BCL11B	SLC7A5
BCL11B	SLC7A6
BCL11B	SLC7A7
BCL11B	SLC7A8
BCL11B	SLC7A9
BCL11B	SP1
BCL11B	SP7
BCL11B	ZBTB38
BCL11B	ZEB1
BCL11B	ZIC3
BCL11B	ZNF148
BCL3	BMPR1B
BCL3	BMX
BCL3	BRSK1
BCL3	BRSK2
BCL3	BTK
BCL3	CAMK1
BCL3	CAMK2A
BCL3	CAMK2B
BCL3	CAMK2D
BCL3	CAMK2G
BCL3	CAMK4
BCL3	CAMKK2
BCL3	CAMTA2
BCL3	CDC42BPA
BCL3	CDC42BPB
BCL3	CDC42BPG
BCL3	CDC42EP1
BCL3	CDC42EP4
BCL3	CDC42EP5
BCL3	CDK11A
BCL3	CDK11B
BCL3	CDK16
BCL3	CDK17
BCL3	CDK18
BCL3	CDK9
BCL3	CDKL1
BCL3	CDKL5
BCL3	CHUK
BCL3	CLK2
BCL3	CLK3
BCL3	CNKSR1
BCL3	COL4A3BP
BCL3	CSK
BCL3	CSNK1A1
BCL3	CSNK1D
BCL3	CSNK1E
BCL3	CSNK1G2
BCL3	CSNK2A1
BCL3	DAPK1
BCL3	DAPK2
BCL3	DAPK3
BCL3	DCLK1
BCL3	DMPK
BCL3	DYRK1A
BCL3	DYRK1B
BCL3	DYRK2
BCL3	DYRK3
BCL3	DYRK4
BCL3	EIF2AK2
BCL3	EIF2AK3
BCL3	EIF2AK4
BCL3	EPHB2
BCL3	ERN1
BCL3	ERN2
BCL3	FER
BCL3	FES
BCL3	FGR
BCL3	FRK
BCL3	FYN
BCL3	GSG2
BCL3	GSK3A
BCL3	GSK3B
BCL3	HCK
BCL3	HIPK3
BCL3	ICK
BCL3	IGF1R
BCL3	IKBKB
BCL3	IKBKE
BCL3	ILK
BCL3	IRAK1
BCL3	IRAK2
BCL3	IRAK3
BCL3	KALRN
BCL3	KSR1
BCL3	LATS1
BCL3	LATS2
BCL3	LIMK1
BCL3	LMTK2
BCL3	LTK
BCL3	LYN
BCL3	MAK
BCL3	MAP3K1
BCL3	MAP3K11
BCL3	MAP3K12
BCL3	MAP3K13
BCL3	MAP3K2
BCL3	MAP3K6
BCL3	MAP3K8
BCL3	MAP3K9
BCL3	MAP4K1
BCL3	MAP4K2
BCL3	MAP4K3
BCL3	MAP4K4
BCL3	MAP4K5
BCL3	MAPK3
BCL3	MAPK4
BCL3	MAPK6
BCL3	MAPKAPK2
BCL3	MARK1
BCL3	MARK2
BCL3	MARK4
BCL3	MAST1
BCL3	MAST2
BCL3	MATK
BCL3	MCF2L
BCL3	MERTK
BCL3	MINK1
BCL3	MKNK1
BCL3	MKNK2
BCL3	MLK4
BCL3	MLTK
BCL3	MOK
BCL3	MST4
BCL3	MYLK
BCL3	MYLK3
BCL3	NEK11
BCL3	NEK2
BCL3	NEK3
BCL3	NEK4
BCL3	NEK6
BCL3	NEK7
BCL3	NFATC1
BCL3	NFATC2
BCL3	NFATC3
BCL3	NFATC4
BCL3	NLK
BCL3	NUAK2
BCL3	OXSR1
BCL3	PAK1
BCL3	PAK2
BCL3	PASK
BCL3	PBK
BCL3	PDPK1
BCL3	PHKG2
BCL3	PIK3R4
BCL3	PIM2
BCL3	PIM3
BCL3	PINK1
BCL3	PKN1
BCL3	PKN2
BCL3	PKN3
BCL3	PLK1
BCL3	PLK2
BCL3	PLK3
BCL3	PLK4
BCL3	PRKAA1
BCL3	PRKAA2
BCL3	PRKACA
BCL3	PRKACB
BCL3	PRKCA
BCL3	PRKCB
BCL3	PRKCD
BCL3	PRKCE
BCL3	PRKCG
BCL3	PRKCH
BCL3	PRKCI
BCL3	PRKCQ
BCL3	PRKCZ
BCL3	PRKD2
BCL3	PRKD3
BCL3	PRKG1
BCL3	PRKG2
BCL3	PRPF4B
BCL3	PSKH1
BCL3	PTK2B
BCL3	PTK6
BCL3	RASA1
BCL3	RBPJ
BCL3	RNASEL
BCL3	ROCK1
BCL3	ROCK2
BCL3	RPS6KA4
BCL3	RPS6KA5
BCL3	RPS6KB1
BCL3	RTKN
BCL3	SCYL3
BCL3	SGK1
BCL3	SGK2
BCL3	SGK3
BCL3	SIK1
BCL3	SIK2
BCL3	SIK3
BCL3	SNRK
BCL3	SRPK1
BCL3	SRPK2
BCL3	SRPK3
BCL3	STK10
BCL3	STK17A
BCL3	STK17B
BCL3	STK24
BCL3	STK3
BCL3	STK36
BCL3	STK38
BCL3	STK38L
BCL3	STK39
BCL3	STK4
BCL3	TAOK1
BCL3	TAOK3
BCL3	TEC
BCL3	TESK2
BCL3	TGFBR1
BCL3	TGFBR2
BCL3	TLK1
BCL3	TLK2
BCL3	TNIK
BCL3	TNK1
BCL3	TNNI3K
BCL3	TP53RK
BCL3	TRIB3
BCL3	TSSK1B
BCL3	TSSK2
BCL3	TSSK3
BCL3	TSSK4
BCL3	TSSK6
BCL3	TXK
BCL3	TYK2
BCL3	ULK1
BCL3	VRK1
BCL3	VRK2
BCL3	WNK1
BCL3	WNK2
BCL3	WNK3
BCL3	WNK4
BCL3	ZAP70
BCL6	BMPR1B
BCL6	BMX
BCL6	BRSK1
BCL6	BRSK2
BCL6	BTK
BCL6	CAMK1
BCL6	CAMK2A
BCL6	CAMK2B
BCL6	CAMK2D
BCL6	CAMK2G
BCL6	CAMK4
BCL6	CAMKK2
BCL6	CDC42BPA
BCL6	CDC42BPB
BCL6	CDC42BPG
BCL6	CDK11A
BCL6	CDK11B
BCL6	CDK16
BCL6	CDK17
BCL6	CDK18
BCL6	CDK9
BCL6	CDKL1
BCL6	CDKL2
BCL6	CDKL5
BCL6	CHUK
BCL6	CLK2
BCL6	CLK3
BCL6	CORO1A
BCL6	CSF1R
BCL6	CSK
BCL6	CSNK1A1
BCL6	CSNK1D
BCL6	CSNK1E
BCL6	CSNK1G2
BCL6	CSNK1G3
BCL6	CSNK2A1
BCL6	DAPK1
BCL6	DAPK2
BCL6	DAPK3
BCL6	DCLK1
BCL6	DDR2
BCL6	DMPK
BCL6	DYRK1A
BCL6	DYRK1B
BCL6	DYRK2
BCL6	DYRK3
BCL6	DYRK4
BCL6	EIF2AK2
BCL6	EIF2AK3
BCL6	EIF2AK4
BCL6	EPHB2
BCL6	ERBB3
BCL6	ERBB4
BCL6	ERN1
BCL6	ERN2
BCL6	FER
BCL6	FES
BCL6	FGR
BCL6	FRK
BCL6	FYN
BCL6	GRK4
BCL6	GRK5
BCL6	GRK6
BCL6	GRK7
BCL6	GSG2
BCL6	GSK3A
BCL6	GSK3B
BCL6	HCK
BCL6	HIPK3
BCL6	HUNK
BCL6	ICK
BCL6	IGF1R
BCL6	IKBKB
BCL6	IKBKE
BCL6	ILK
BCL6	IRAK1
BCL6	IRAK2
BCL6	IRAK3
BCL6	KALRN
BCL6	KSR1
BCL6	LATS1
BCL6	LATS2
BCL6	LIMK1
BCL6	LMTK2
BCL6	LTK
BCL6	LYN
BCL6	MAK
BCL6	MAP2K3
BCL6	MAP2K5
BCL6	MAP2K6
BCL6	MAP2K7
BCL6	MAP3K1
BCL6	MAP3K10
BCL6	MAP3K11
BCL6	MAP3K12
BCL6	MAP3K13
BCL6	MAP3K2
BCL6	MAP3K6
BCL6	MAP3K8
BCL6	MAP3K9
BCL6	MAP4K1
BCL6	MAP4K2
BCL6	MAP4K3
BCL6	MAP4K4
BCL6	MAP4K5
BCL6	MAPK1
BCL6	MAPK10
BCL6	MAPK11
BCL6	MAPK12
BCL6	MAPK14
BCL6	MAPK3
BCL6	MAPK4
BCL6	MAPK6
BCL6	MAPK7
BCL6	MAPKAPK2
BCL6	MAPKAPK3
BCL6	MAPKAPK5
BCL6	MARK1
BCL6	MARK2
BCL6	MARK4
BCL6	MAST1
BCL6	MAST2
BCL6	MATK
BCL6	MERTK
BCL6	MINK1
BCL6	MKNK1
BCL6	MKNK2
BCL6	MLK4
BCL6	MLTK
BCL6	MOK
BCL6	MRPL49
BCL6	MST1R
BCL6	MST4
BCL6	MYLK
BCL6	MYLK3
BCL6	NEK11
BCL6	NEK2
BCL6	NEK3
BCL6	NEK4
BCL6	NEK6
BCL6	NEK7
BCL6	NLK
BCL6	NPR2
BCL6	NUAK2
BCL6	OXSR1
BCL6	PAK1
BCL6	PAK2
BCL6	PAK4
BCL6	PAK7
BCL6	PASK
BCL6	PBK
BCL6	PDPK1
BCL6	PHKG2
BCL6	PIK3R4
BCL6	PIM2
BCL6	PIM3
BCL6	PINK1
BCL6	PKN1
BCL6	PKN2
BCL6	PKN3
BCL6	PLK1
BCL6	PLK2
BCL6	PLK3
BCL6	PLK4
BCL6	PNPLA2
BCL6	PNPLA3
BCL6	PRKAA1
BCL6	PRKAA2
BCL6	PRKACA
BCL6	PRKACB
BCL6	PRKACG
BCL6	PRKCA
BCL6	PRKCB
BCL6	PRKCD
BCL6	PRKCE
BCL6	PRKCG
BCL6	PRKCH
BCL6	PRKCI
BCL6	PRKCQ
BCL6	PRKCZ
BCL6	PRKD1
BCL6	PRKD2
BCL6	PRKD3
BCL6	PRKG1
BCL6	PRKG2
BCL6	PRPF4B
BCL6	PSKH1
BCL6	PTK2B
BCL6	PTK6
BCL6	PTK7
BCL6	RIPK1
BCL6	RIPK2
BCL6	RIPK3
BCL6	RNASEL
BCL6	ROCK1
BCL6	ROCK2
BCL6	ROR2
BCL6	RPS6KA1
BCL6	RPS6KA2
BCL6	RPS6KA3
BCL6	RPS6KA4
BCL6	RPS6KA5
BCL6	RPS6KA6
BCL6	RPS6KB1
BCL6	RPS6KB2
BCL6	RPS6KC1
BCL6	RYK
BCL6	SCYL3
BCL6	SGK1
BCL6	SGK2
BCL6	SGK3
BCL6	SIK1
BCL6	SIK2
