AADAT	ERCC5
EIF2AK2	KDM5A
EIF2AK2	KIT
EIF2AK2	KLF4
EIF2AK2	KRAS
EIF2AK2	LCK
EIF2AK2	MAP2K1
EIF2AK2	MAP2K2
EIF2AK2	MAP2K4
EIF2AK2	MET
EIF2AK2	MYH9
EIF2AK2	NF1
EIF2AK2	NOTCH1
EIF2AK2	NRAS
EIF2AK2	NSD1
EIF2AK2	NTRK1
EIF2AK2	PDGFRB
EIF2AK2	PIM1
EIF2AK2	PRDM1
EIF2AK2	PRDM16
EIF2AK2	PTEN
EIF2AK2	RAF1
EIF2AK2	RALGDS
EIF2AK2	RET
EIF2AK2	ROS1
EIF2AK2	SEPT6
EIF2AK2	SH3GL1
EIF2AK2	SMARCA4
EIF2AK2	SRGAP3
EIF2AK2	STK11
EIF2AK2	SYK
EIF2AK2	TCEA1
EIF2AK2	USP6
EIF2AK2	WHSC1L1
EIF2AK2	WT1
EIF2AK3	ERBB2
EIF2AK3	ERCC2
EIF2AK3	FBXO11
EIF2AK3	FBXW7
EIF2AK3	FGFR1
EIF2AK3	FGFR3
EIF2AK3	FNBP1
EIF2AK3	HIP1
EIF2AK3	HRAS
EIF2AK3	IKZF1
EIF2AK3	ITK
EIF2AK3	JAK1
EIF2AK3	JAK2
EIF2AK3	JAK3
EIF2AK3	KDM5A
EIF2AK3	KIT
EIF2AK3	KLF4
EIF2AK3	KRAS
EIF2AK3	LCK
EIF2AK3	MAP2K1
EIF2AK3	MAP2K2
EIF2AK3	MAP2K4
EIF2AK3	MET
EIF2AK3	MYH9
EIF2AK3	NF1
EIF2AK3	NOTCH1
EIF2AK3	NRAS
EIF2AK3	NSD1
EIF2AK3	NTRK1
EIF2AK3	PDGFRB
EIF2AK3	PIM1
EIF2AK3	PRDM1
EIF2AK3	PRDM16
EIF2AK3	PTEN
EIF2AK3	RAF1
EIF2AK3	RALGDS
EIF2AK3	RET
EIF2AK3	ROS1
EIF2AK3	SEPT6
EIF2AK3	SH3GL1
EIF2AK3	SMARCA4
EIF2AK3	SRGAP3
EIF2AK3	STK11
EIF2AK3	SYK
EIF2AK3	TCEA1
EIF2AK3	USP6
EIF2AK3	WHSC1L1
EIF2AK3	WT1
EIF2AK4	ERBB2
EIF2AK4	ERCC2
EIF2AK4	FBXO11
EIF2AK4	FBXW7
EIF2AK4	FGFR1
EIF2AK4	FGFR3
EIF2AK4	FNBP1
EIF2AK4	HIP1
EIF2AK4	HRAS
EIF2AK4	IKZF1
EIF2AK4	ITK
EIF2AK4	JAK1
EIF2AK4	JAK2
EIF2AK4	JAK3
EIF2AK4	KDM5A
EIF2AK4	KIT
EIF2AK4	KLF4
EIF2AK4	KRAS
EIF2AK4	LCK
EIF2AK4	MAP2K1
EIF2AK4	MAP2K2
EIF2AK4	MAP2K4
EIF2AK4	MET
EIF2AK4	MYH9
EIF2AK4	NF1
EIF2AK4	NOTCH1
EIF2AK4	NRAS
EIF2AK4	NSD1
EIF2AK4	NTRK1
EIF2AK4	PDGFRB
EIF2AK4	PIM1
EIF2AK4	PRDM1
EIF2AK4	PRDM16
EIF2AK4	PTEN
EIF2AK4	RAF1
EIF2AK4	RALGDS
EIF2AK4	RET
EIF2AK4	ROS1
EIF2AK4	SEPT6
EIF2AK4	SH3GL1
EIF2AK4	SMARCA4
EIF2AK4	SRGAP3
EIF2AK4	STK11
EIF2AK4	SYK
EIF2AK4	TCEA1
EIF2AK4	USP6
EIF2AK4	WHSC1L1
EIF2AK4	WT1
EIF3I	HIP1
EIF3I	SH3GL1
EIF4A3	ERBB2
EIF4A3	FGFR1
EIF4A3	JAK1
EIF4A3	JAK2
EIF4A3	JAK3
EIF4A3	LCK
EIF4A3	MAP2K2
EIF4A3	NTRK1
EIF4A3	PIM1
EIF4A3	RAF1
EIF4A3	RET
EIF4A3	ROS1
EIF4A3	STK11
EIF4A3	SYK
EIF4G1	FUS
EIF4G1	HNRNPA2B1
EIF4G1	SRSF2
EIF4G1	U2AF1
EIF4G1	ZRSR2
ELOVL1	ERBB2
ELOVL1	FGFR1
ELOVL1	JAK1
ELOVL1	JAK2
ELOVL1	JAK3
ELOVL1	LCK
ELOVL1	MAP2K2
ELOVL1	NTRK1
ELOVL1	PIM1
ELOVL1	RAF1
ELOVL1	RET
ELOVL1	ROS1
ELOVL1	STK11
ELOVL1	SYK
ELOVL4	ERBB2
ELOVL4	FGFR1
ELOVL4	JAK1
ELOVL4	JAK2
ELOVL4	JAK3
ELOVL4	LCK
ELOVL4	MAP2K2
ELOVL4	NTRK1
ELOVL4	PIM1
ELOVL4	RAF1
ELOVL4	RET
ELOVL4	ROS1
ELOVL4	STK11
ELOVL4	SYK
ELOVL6	ERBB2
ELOVL6	FGFR1
ELOVL6	JAK1
ELOVL6	JAK2
ELOVL6	JAK3
ELOVL6	LCK
ELOVL6	MAP2K2
ELOVL6	NTRK1
ELOVL6	PIM1
ELOVL6	RAF1
ELOVL6	RET
ELOVL6	ROS1
ELOVL6	STK11
ELOVL6	SYK
ELP2	ERBB2
ELP2	FGFR1
ELP2	JAK1
ELP2	JAK2
ELP2	JAK3
ELP2	LCK
ELP2	MAP2K2
ELP2	NTRK1
ELP2	PBRM1
ELP2	PIM1
ELP2	RAF1
ELP2	RET
ELP2	ROS1
ELP2	SMARCA4
ELP2	STK11
ELP2	SYK
ELP2	TRAF7
ELP3	ERBB2
ELP3	FGFR1
ELP3	JAK1
ELP3	JAK2
ELP3	JAK3
ELP3	LCK
ELP3	MAP2K2
ELP3	NTRK1
ELP3	PIM1
ELP3	RAF1
ELP3	RET
ELP3	ROS1
ELP3	STK11
ELP3	SYK
ELP3	TCEA1
ELP3	TRAF7
ELP3	USP6
ELP4	TRAF7
ELP4	USP6
EME1	ERCC5
EME1	FBXO11
EME1	FBXW7
EME1	WRN
EME2	ERCC5
EME2	FBXO11
EME2	FBXW7
EME2	WRN
EML4	GAS2L1
EML4	GAS2L2
EML4	KIF11
EML4	KIF15
EML4	KIF18A
EML4	KIF18B
EML4	KIF20B
EML4	KIF22
EML4	KIF24
EML4	KIF25
EML4	KIF2B
EML4	KIF2C
EML4	KIFC1
EML4	PDRG1
EML4	PFDN1
EML4	PFDN2
EML4	PFDN4
EML4	PFDN6
EML4	PRC1
EML4	SLMAP
ENAH	FNBP1
ENAH	HRAS
ENAH	KRAS
ENAH	MYH9
ENAH	NRAS
ENAH	RAC1
ENAH	SH3GL1
EPC2	ERBB2
EPC2	FBXO11
EPC2	FBXW7
EPC2	FGFR1
EPC2	JAK1
EPC2	JAK2
EPC2	JAK3
EPC2	LCK
EPC2	MAP2K2
EPC2	NTRK1
EPC2	PBRM1
EPC2	PIK3CA
EPC2	PIM1
EPC2	RAF1
EPC2	RET
EPC2	ROS1
EPC2	SMARCA4
EPC2	STK11
EPC2	SYK
EPC2	WRN
EPHA10	ERBB2
EPHA10	FGFR1
EPHA10	ITK
EPHA10	JAK1
EPHA10	JAK2
EPHA10	JAK3
EPHA10	KIT
EPHA10	LCK
EPHA10	MAP2K1
EPHA10	MAP2K2
EPHA10	MAP2K4
EPHA10	MET
EPHA10	NTRK1
EPHA10	PDGFRB
EPHA10	PIM1
EPHA10	RAF1
EPHA10	RET
EPHA10	ROS1
EPHA10	STK11
EPHA10	SYK
EPHA2	ERBB2
EPHA2	FGFR1
EPHA2	JAK1
EPHA2	JAK2
EPHA2	JAK3
EPHA2	LCK
EPHA2	MAP2K2
EPHA2	NTRK1
EPHA2	PIM1
EPHA2	RAF1
EPHA2	RET
EPHA2	ROS1
EPHA2	STK11
EPHA2	SYK
EPHA3	ERBB2
EPHA3	FGFR1
EPHA3	JAK1
EPHA3	JAK2
EPHA3	JAK3
EPHA3	LCK
EPHA3	MAP2K2
EPHA3	NTRK1
EPHA3	PIM1
EPHA3	RAF1
EPHA3	RET
EPHA3	ROS1
EPHA3	STK11
EPHA3	SYK
EPHA4	ERBB2
EPHA4	FGFR1
EPHA4	JAK1
EPHA4	JAK2
EPHA4	JAK3
EPHA4	LCK
EPHA4	MAP2K2
EPHA4	NTRK1
EPHA4	PIM1
EPHA4	RAF1
EPHA4	RET
EPHA4	ROS1
EPHA4	STK11
EPHA4	SYK
EPHA6	ERBB2
EPHA6	FGFR1
EPHA6	ITK
EPHA6	JAK1
EPHA6	JAK2
EPHA6	JAK3
EPHA6	KIT
EPHA6	LCK
EPHA6	MAP2K1
EPHA6	MAP2K2
EPHA6	MAP2K4
EPHA6	MET
EPHA6	NTRK1
EPHA6	PDGFRB
EPHA6	PIM1
EPHA6	RAF1
EPHA6	RET
EPHA6	ROS1
EPHA6	STK11
EPHA6	SYK
EPHA8	ERBB2
EPHA8	FGFR1
EPHA8	JAK1
EPHA8	JAK2
EPHA8	JAK3
EPHA8	LCK
EPHA8	MAP2K2
EPHA8	NTRK1
EPHA8	PIM1
EPHA8	RAF1
EPHA8	RET
EPHA8	ROS1
EPHA8	STK11
EPHA8	SYK
EPHB2	ERBB2
EPHB2	ERCC2
EPHB2	FBXO11
EPHB2	FBXW7
EPHB2	FGFR1
EPHB2	FGFR3
EPHB2	FNBP1
EPHB2	HIP1
EPHB2	HRAS
EPHB2	IKZF1
EPHB2	ITK
EPHB2	JAK1
EPHB2	JAK2
EPHB2	JAK3
EPHB2	KDM5A
EPHB2	KIT
EPHB2	KLF4
EPHB2	KRAS
EPHB2	LCK
EPHB2	MAP2K1
EPHB2	MAP2K2
EPHB2	MAP2K4
EPHB2	MET
EPHB2	MYH9
EPHB2	NF1
EPHB2	NOTCH1
EPHB2	NRAS
EPHB2	NSD1
EPHB2	NTRK1
EPHB2	PDGFRB
EPHB2	PIM1
EPHB2	PRDM1
EPHB2	PRDM16
EPHB2	PTEN
EPHB2	RAF1
EPHB2	RALGDS
EPHB2	RET
EPHB2	ROS1
EPHB2	SEPT6
EPHB2	SH3GL1
EPHB2	SMARCA4
EPHB2	SRGAP3
EPHB2	STK11
EPHB2	SYK
EPHB2	TCEA1
EPHB2	USP6
EPHB2	WHSC1L1
EPHB2	WT1
EPHB4	ERBB2
EPHB4	FGFR1
EPHB4	JAK1
EPHB4	JAK2
EPHB4	JAK3
EPHB4	LCK
EPHB4	MAP2K2
EPHB4	NTRK1
EPHB4	PIM1
EPHB4	RAF1
EPHB4	RET
EPHB4	ROS1
EPHB4	STK11
EPHB4	SYK
EPN1	ERBB2
EPN1	FGFR1
EPN1	HIP1
EPN1	HRAS
EPN1	JAK1
EPN1	JAK2
EPN1	JAK3
EPN1	LCK
EPN1	MAP2K2
EPN1	NTRK1
EPN1	PIK3CA
EPN1	PIM1
EPN1	RAF1
EPN1	RET
EPN1	ROS1
EPN1	STK11
EPN1	SYK
EPN1	USP6
EPN2	ERBB2
EPN2	FGFR1
EPN2	HIP1
EPN2	HRAS
EPN2	JAK1
EPN2	JAK2
EPN2	JAK3
EPN2	LCK
EPN2	MAP2K2
EPN2	NTRK1
EPN2	PIK3CA
EPN2	PIM1
EPN2	RAF1
EPN2	RET
EPN2	ROS1
EPN2	STK11
EPN2	SYK
EPN2	USP6
ERAS	HRAS
ERAS	KRAS
ERAS	NRAS
ERAS	RAC1
ERAS	WAS
ERBB2	ERBB3
ERBB2	ERBB4
ERBB2	ERCC1
ERBB2	ERN1
ERBB2	ERN2
ERBB2	FA2H
ERBB2	FAF1
ERBB2	FAM13A
ERBB2	FAM13B
ERBB2	FAM58A
ERBB2	FBXL15
ERBB2	FBXL22
ERBB2	FBXL3
ERBB2	FBXL5
ERBB2	FBXL7
ERBB2	FBXO10
ERBB2	FBXO2
ERBB2	FBXO24
ERBB2	FBXO3
ERBB2	FBXO31
ERBB2	FBXO33
ERBB2	FBXO4
ERBB2	FBXO45
ERBB2	FBXO9
ERBB2	FBXW11
ERBB2	FBXW2
ERBB2	FBXW5
ERBB2	FER
ERBB2	FES
ERBB2	FEZF1
ERBB2	FEZF2
ERBB2	FGD1
ERBB2	FGD2
ERBB2	FGD3
ERBB2	FGD4
ERBB2	FGR
ERBB2	FKBP4
ERBB2	FKBP5
ERBB2	FKBP8
ERBB2	FLVCR1
ERBB2	FOXG1
ERBB2	FRK
ERBB2	FYN
ERBB2	GABPB1
ERBB2	GABPB2
ERBB2	GAK
ERBB2	GAS2L1
ERBB2	GAS2L2
ERBB2	GCLC
ERBB2	GFI1
ERBB2	GFI1B
ERBB2	GLIS2
ERBB2	GMIP
ERBB2	GRB10
ERBB2	GRB14
ERBB2	GRK4
ERBB2	GRK5
ERBB2	GRK6
ERBB2	GRK7
ERBB2	GSG2
ERBB2	GSK3A
ERBB2	GSK3B
ERBB2	GZF1
ERBB2	HCK
ERBB2	HDAC1
ERBB2	HDAC10
ERBB2	HDAC11
ERBB2	HDAC2
ERBB2	HDAC3
ERBB2	HDAC4
ERBB2	HDAC5
ERBB2	HDAC6
ERBB2	HDAC7
ERBB2	HDAC8
ERBB2	HDAC9
ERBB2	HIC1
ERBB2	HIPK3
ERBB2	HIRA
ERBB2	HMHA1
ERBB2	HPRT1
ERBB2	HSF4
ERBB2	HSP90AA1
ERBB2	HSP90AB1
ERBB2	HSP90B1
ERBB2	HSPA1A
ERBB2	HSPA1L
ERBB2	HSPA2
ERBB2	HSPA4
ERBB2	HSPA4L
ERBB2	HSPA6
ERBB2	HSPA8
ERBB2	HSPH1
ERBB2	HUNK
ERBB2	ICK
ERBB2	IGF1R
ERBB2	IKBKAP
ERBB2	IKBKB
ERBB2	IKBKE
ERBB2	ILK
ERBB2	ILKAP
ERBB2	ING2
ERBB2	INO80
ERBB2	INPP5B
ERBB2	INPPL1
ERBB2	IRAK1
ERBB2	IRAK2
ERBB2	IRAK3
ERBB2	IRS1
ERBB2	IRS2
ERBB2	ITSN1
ERBB2	ITSN2
ERBB2	KALRN
ERBB2	KAT2A
ERBB2	KIF11
ERBB2	KIF15
ERBB2	KIF18B
ERBB2	KIF20B
ERBB2	KIF22
ERBB2	KIF25
ERBB2	KIF2C
ERBB2	KIFC1
ERBB2	KLF10
ERBB2	KLF11
ERBB2	KLF12
ERBB2	KNDC1
ERBB2	KSR1
ERBB2	LATS1
ERBB2	LATS2
ERBB2	LIG4
ERBB2	LIMK1
ERBB2	LMTK2
ERBB2	LMTK3
ERBB2	LRRK2
ERBB2	LTK
ERBB2	LYN
ERBB2	MAD1L1
ERBB2	MAGT1
ERBB2	MAK
ERBB2	MAP2K3
ERBB2	MAP2K5
ERBB2	MAP2K6
ERBB2	MAP2K7
ERBB2	MAP3K1
ERBB2	MAP3K10
ERBB2	MAP3K11
ERBB2	MAP3K12
ERBB2	MAP3K13
ERBB2	MAP3K2
ERBB2	MAP3K3
ERBB2	MAP3K4
ERBB2	MAP3K5
ERBB2	MAP3K6
ERBB2	MAP3K7
ERBB2	MAP3K8
ERBB2	MAP3K9
ERBB2	MAP4K1
ERBB2	MAP4K2
ERBB2	MAP4K3
ERBB2	MAP4K4
ERBB2	MAP4K5
ERBB2	MAPK1
ERBB2	MAPK10
ERBB2	MAPK11
ERBB2	MAPK12
ERBB2	MAPK13
ERBB2	MAPK14
ERBB2	MAPK3
ERBB2	MAPK4
ERBB2	MAPK6
ERBB2	MAPK7
ERBB2	MAPK8IP1
ERBB2	MAPK9
ERBB2	MAPKAPK2
ERBB2	MAPKAPK3
ERBB2	MAPKAPK5
ERBB2	MARK1
ERBB2	MARK2
ERBB2	MARK4
ERBB2	MAST1
ERBB2	MAST2
ERBB2	MASTL
ERBB2	MATK
ERBB2	MCF2
ERBB2	MCF2L
ERBB2	MED16
ERBB2	MELK
ERBB2	MERTK
ERBB2	MFSD10
ERBB2	MFSD12
ERBB2	MFSD2A
ERBB2	MFSD5
ERBB2	MINK1
ERBB2	MKKS
ERBB2	MKNK1
ERBB2	MKNK2
ERBB2	MLK4
ERBB2	MLTK
ERBB2	MOGS
ERBB2	MOK
ERBB2	MOS
ERBB2	MRAS
ERBB2	MRE11A
ERBB2	MRPL14
ERBB2	MRPL22
ERBB2	MST1R
ERBB2	MST4
ERBB2	MTF2
ERBB2	MTMR3
ERBB2	MTMR4
ERBB2	MTOR
ERBB2	MYLK
ERBB2	MYLK3
ERBB2	MYO1E
ERBB2	MYO9A
ERBB2	MYO9B
ERBB2	NAA15
ERBB2	NAA16
ERBB2	NBN
ERBB2	NEK1
ERBB2	NEK11
ERBB2	NEK2
ERBB2	NEK3
ERBB2	NEK4
ERBB2	NEK6
ERBB2	NEK7
ERBB2	NET1
ERBB2	NFATC1
ERBB2	NFATC2
ERBB2	NFATC3
ERBB2	NFATC4
ERBB2	NFKB1
ERBB2	NFKBIA
ERBB2	NGEF
ERBB2	NLK
ERBB2	NOSTRIN
ERBB2	NPR2
ERBB2	NUAK1
ERBB2	NUAK2
ERBB2	NUS1
ERBB2	OBSCN
ERBB2	OCRL
ERBB2	OPHN1
ERBB2	ORC2
ERBB2	OSR1
ERBB2	OSR2
ERBB2	OXSR1
ERBB2	PACSIN1
ERBB2	PACSIN2
ERBB2	PACSIN3
ERBB2	PAK1
ERBB2	PAK2
ERBB2	PAK4
ERBB2	PAK7
ERBB2	PAPD7
ERBB2	PARN
ERBB2	PARP1
ERBB2	PARP4
ERBB2	PASK
ERBB2	PAXIP1
ERBB2	PBK
ERBB2	PDE2A
ERBB2	PDE3A
ERBB2	PDLIM3
ERBB2	PDP1
ERBB2	PDPK1
ERBB2	PDRG1
ERBB2	PEMT
ERBB2	PFDN1
ERBB2	PFDN2
ERBB2	PFDN4
ERBB2	PFDN6
ERBB2	PHF1
ERBB2	PHF13
ERBB2	PHF19
ERBB2	PHF21A
ERBB2	PHKG1
ERBB2	PHKG2
ERBB2	PHLPP2
ERBB2	PI4KA
ERBB2	PI4KB
ERBB2	PIGT
ERBB2	PIGU
ERBB2	PIK3CB
ERBB2	PIK3CD
ERBB2	PIK3R2
ERBB2	PIK3R4
ERBB2	PIKFYVE
ERBB2	PIM2
ERBB2	PIM3
ERBB2	PINK1
ERBB2	PIP4K2A
ERBB2	PIP4K2B
ERBB2	PIP5K1A
ERBB2	PIP5K1B
ERBB2	PIP5K1C
ERBB2	PKMYT1
ERBB2	PKN1
ERBB2	PKN2
ERBB2	PKN3
ERBB2	PLCB1
ERBB2	PLCG1
ERBB2	PLEKHG2
ERBB2	PLEKHG5
ERBB2	PLK1
ERBB2	PLK2
ERBB2	PLK3
ERBB2	PLK4
ERBB2	POLL
ERBB2	POLR2I
ERBB2	POLR2K
ERBB2	PPAP2A
ERBB2	PPAP2B
ERBB2	PPAP2C
ERBB2	PPAT
ERBB2	PPEF1
ERBB2	PPEF2
ERBB2	PPID
ERBB2	PPM1A
ERBB2	PPM1B
ERBB2	PPM1D
ERBB2	PPM1F
ERBB2	PPM1G
ERBB2	PPM1J
ERBB2	PPM1K
ERBB2	PPM1L
ERBB2	PPM1M
ERBB2	PPP1CA
ERBB2	PPP1CB
ERBB2	PPP1CC
ERBB2	PPP1R12A
ERBB2	PPP2CA
ERBB2	PPP2CB
ERBB2	PPP2R4
ERBB2	PPP3CA
ERBB2	PPP3CB
ERBB2	PPP5C
ERBB2	PPP6C
ERBB2	PRC1
ERBB2	PREX1
ERBB2	PRKAA1
ERBB2	PRKAA2
ERBB2	PRKACA
ERBB2	PRKACB
ERBB2	PRKACG
ERBB2	PRKCA
ERBB2	PRKCB
ERBB2	PRKCD
ERBB2	PRKCE
ERBB2	PRKCG
ERBB2	PRKCH
ERBB2	PRKCI
ERBB2	PRKCQ
ERBB2	PRKCZ
ERBB2	PRKD1
ERBB2	PRKD2
ERBB2	PRKD3
ERBB2	PRKG1
ERBB2	PRKG2
ERBB2	PRKX
ERBB2	PRPF4B
ERBB2	PSD
ERBB2	PSKH1
ERBB2	PSMA1
ERBB2	PSMA2
ERBB2	PSMA3
ERBB2	PSMA4
ERBB2	PSMA6
ERBB2	PSMA7
ERBB2	PSMA8
ERBB2	PSMB6
ERBB2	PSMD10
ERBB2	PTK2
ERBB2	PTK2B
ERBB2	PTK6
ERBB2	PTK7
ERBB2	PTPN12
ERBB2	PTPN13
ERBB2	PTPN14
ERBB2	PTPN18
ERBB2	PTPN2
ERBB2	PTPN21
ERBB2	PTPN22
ERBB2	PTPN3
ERBB2	PTPN4
ERBB2	PTPN5
ERBB2	PTPN6
ERBB2	PTPN7
ERBB2	PTPN9
ERBB2	PTPRB
ERBB2	PTPRC
ERBB2	PTPRD
ERBB2	PTPRE
ERBB2	PTPRH
ERBB2	PTPRK
ERBB2	PTPRM
ERBB2	PTPRN2
ERBB2	PTPRO
ERBB2	PTPRR
ERBB2	PTPRT
ERBB2	PTPRU
ERBB2	PTPRZ1
ERBB2	RACGAP1
ERBB2	RAD18
ERBB2	RAD50
ERBB2	RAD51
ERBB2	RAD51B
ERBB2	RAD51C
ERBB2	RAD51D
ERBB2	RAD52
ERBB2	RALA
ERBB2	RALB
ERBB2	RALBP1
ERBB2	RALGPS1
ERBB2	RALGPS2
ERBB2	RAN
ERBB2	RANBP2
ERBB2	RAPGEF1
ERBB2	RAPGEF2
ERBB2	RAPGEF3
ERBB2	RAPGEF4
ERBB2	RAPGEF5
ERBB2	RAPGEF6
ERBB2	RAPGEFL1
ERBB2	RAPH1
ERBB2	RASA1
ERBB2	RASA2
ERBB2	RASA3
ERBB2	RASA4
ERBB2	RASAL1
ERBB2	RASAL2
ERBB2	RASAL3
ERBB2	RASGEF1A
ERBB2	RASGEF1B
ERBB2	RASGEF1C
ERBB2	RASGRF1
ERBB2	RASGRF2
ERBB2	RASGRP1
ERBB2	RASGRP2
ERBB2	RASGRP3
ERBB2	RASGRP4
ERBB2	RBPJ
ERBB2	REV1
ERBB2	RFC1
ERBB2	RFWD3
ERBB2	RFXANK
ERBB2	RGL1
ERBB2	RGL2
ERBB2	RGL3
ERBB2	RGL4
ERBB2	RHOBTB3
ERBB2	RIPK1
ERBB2	RIPK2
ERBB2	RIPK3
ERBB2	RNASEL
ERBB2	RNF168
ERBB2	RNF8
ERBB2	ROCK1
ERBB2	ROCK2
ERBB2	ROR2
ERBB2	RPL17
ERBB2	RPL19
ERBB2	RPL23
ERBB2	RPL24
ERBB2	RPL35
ERBB2	RPS21
ERBB2	RPS6KA1
ERBB2	RPS6KA2
ERBB2	RPS6KA3
ERBB2	RPS6KA4
ERBB2	RPS6KA5
ERBB2	RPS6KA6
ERBB2	RPS6KB1
ERBB2	RPS6KB2
ERBB2	RPS6KC1
ERBB2	RRAS
ERBB2	RRAS2
ERBB2	RTKN
ERBB2	RTKN2
ERBB2	RYK
ERBB2	SACM1L
ERBB2	SAE1
ERBB2	SALL1
ERBB2	SALL4
ERBB2	SAR1A
ERBB2	SAR1B
ERBB2	SBNO1
ERBB2	SCRT2
ERBB2	SCYL3
ERBB2	SEPT3
ERBB2	SEPT4
ERBB2	SEPT5
ERBB2	SEPT7
ERBB2	SETD3
ERBB2	SETD7
ERBB2	SGK1
ERBB2	SGK2
ERBB2	SGK3
ERBB2	SGMS1
ERBB2	SGMS2
ERBB2	SGPP1
ERBB2	SGPP2
ERBB2	SH2B2
ERBB2	SH2D3A
ERBB2	SH2D3C
ERBB2	SH3BP2
ERBB2	SH3BP4
ERBB2	SH3GL3
ERBB2	SH3KBP1
ERBB2	SIK1
ERBB2	SIK2
ERBB2	SIK3
ERBB2	SIN3A
ERBB2	SIRT1
ERBB2	SIRT2
ERBB2	SKAP2
ERBB2	SLC11A1
ERBB2	SLC11A2
ERBB2	SLC16A2
ERBB2	SLC19A3
ERBB2	SLC37A4
ERBB2	SLC45A4
ERBB2	SLC46A2
ERBB2	SLMAP
ERBB2	SMARCA1
ERBB2	SMARCA2
ERBB2	SMARCA5
ERBB2	SMARCAD1
ERBB2	SMYD2
ERBB2	SNAI1
ERBB2	SNAI2
ERBB2	SNRK
ERBB2	SNX18
ERBB2	SOS1
ERBB2	SOS2
ERBB2	SRC
ERBB2	SRGAP1
ERBB2	SRGAP2
ERBB2	SRPK1
ERBB2	SRPK2
ERBB2	SRPK3
ERBB2	SSH3
ERBB2	SSRP1
ERBB2	ST13
ERBB2	STARD13
ERBB2	STARD8
ERBB2	STK10
ERBB2	STK17A
ERBB2	STK17B
ERBB2	STK24
ERBB2	STK25
ERBB2	STK3
ERBB2	STK36
ERBB2	STK38
ERBB2	STK38L
ERBB2	STK39
ERBB2	STK4
ERBB2	STRADB
ERBB2	STX6
ERBB2	STX8
ERBB2	STYXL1
ERBB2	SUDS3
ERBB2	SUPT4H1
ERBB2	SUV39H1
ERBB2	SYDE1
ERBB2	SYDE2
ERBB2	SYNGAP1
ERBB2	SYNJ1
ERBB2	TAF1
ERBB2	TAF1L
ERBB2	TAGAP
ERBB2	TAOK1
ERBB2	TAOK2
ERBB2	TAOK3
ERBB2	TBCE
ERBB2	TCEB3
ERBB2	TCP1
ERBB2	TEC
ERBB2	TEK
ERBB2	TESK2
ERBB2	TGFBR1
ERBB2	TGFBR2
ERBB2	TGFBRAP1
ERBB2	THOC2
ERBB2	THOC7
ERBB2	TIAM1
ERBB2	TIAM2
ERBB2	TIE1
ERBB2	TIPIN
ERBB2	TLK1
ERBB2	TLK2
ERBB2	TNIK
ERBB2	TNK1
ERBB2	TNK2
ERBB2	TNKS
ERBB2	TNNI3K
ERBB2	TOPBP1
ERBB2	TOPORS
ERBB2	TP53RK
ERBB2	TRAP1
ERBB2	TRIB3
ERBB2	TRIO
ERBB2	TRIP10
ERBB2	TRPA1
ERBB2	TSSK1B
ERBB2	TSSK2
ERBB2	TSSK3
ERBB2	TSSK4
ERBB2	TSSK6
ERBB2	TTC1
ERBB2	TUSC3
ERBB2	TXK
ERBB2	TYK2
ERBB2	TYRO3
ERBB2	UBA1
ERBB2	UBA2
ERBB2	UBA3
ERBB2	UBA6
ERBB2	UBA7
ERBB2	UBE2A
ERBB2	UBE2B
ERBB2	UBE2C
ERBB2	UBE2D1
ERBB2	UBE2D2
ERBB2	UBE2D3
ERBB2	UBE2E1
ERBB2	UBE2G1
ERBB2	UBE2G2
ERBB2	UBE2H
ERBB2	UBE2I
ERBB2	UBE2J1
ERBB2	UBE2K
ERBB2	UBE2L3
ERBB2	UBE2N
ERBB2	UBE2R2
ERBB2	UBE2T
ERBB2	UBE2W
ERBB2	UBXN1
ERBB2	ULK1
ERBB2	ULK2
ERBB2	UMPS
ERBB2	USP1
ERBB2	USP10
ERBB2	USP11
ERBB2	USP12
ERBB2	USP15
ERBB2	USP17L2
ERBB2	USP19
ERBB2	USP2
ERBB2	USP20
ERBB2	USP22
ERBB2	USP26
ERBB2	USP28
ERBB2	USP32
ERBB2	USP33
ERBB2	USP4
ERBB2	USP42
ERBB2	USP44
ERBB2	USP46
ERBB2	USP7
ERBB2	USP8
ERBB2	USP9X
ERBB2	USP9Y
ERBB2	VAC14
ERBB2	VAV1
ERBB2	VAV2
ERBB2	VAV3
ERBB2	VPS35
ERBB2	VRK1
ERBB2	VRK2
ERBB2	WDR4
ERBB2	WDR77
ERBB2	WEE1
ERBB2	WNK1
ERBB2	WNK2
ERBB2	WNK3
ERBB2	WNK4
ERBB2	XRCC1
ERBB2	XRCC6
ERBB2	YWHAB
ERBB2	YY1
ERBB2	ZAP70
ERBB2	ZBTB14
ERBB2	ZBTB32
ERBB2	ZBTB7A
ERBB2	ZEB1
ERBB2	ZFP57
ERBB2	ZMYND11
ERBB2	ZNF136
ERBB2	ZNF148
ERBB2	ZNF157
ERBB2	ZNF174
ERBB2	ZNF177
ERBB2	ZNF189
ERBB2	ZNF202
ERBB2	ZNF205
ERBB2	ZNF254
ERBB2	ZNF345
ERBB2	ZNF366
ERBB2	ZNF496
ERBB2	ZNF675
ERBB2	ZNF8
ERBB3	FGFR1
ERBB3	FNBP1
ERBB3	IKZF1
ERBB3	ITK
ERBB3	JAK1
ERBB3	JAK2
ERBB3	JAK3
ERBB3	KIT
ERBB3	KLF4
